objectid,site_oid,muni_id,municipal,type_id,subtype_id,commtype,county,subregion,hsubmkt,transittyp,nparcels,parcelids,parceladdr,highway,statname,stattyp,busstop,land_value,bldg_value,othr_value,total_valu,bldlnd_rat,yr_built,buildar_ac,landv_pac,totvalpacr,sitearea_a,imppreac,pavear_ac,dstswrft,walkscore,pub_ind,noncarcmtp,jobs45tr,jobs30car,ch21e_p,aulsite_p,fz100_p,fz500_p,excl_p,z2wpa_p,opensp_p,wtlnd100_p,estcapres,estcapmix,taxrv_pre,taxrv_post,far_pre,hlthcmscr,hlthwtscr,travchscr,grwtpotscr,ovscr,scrcat,taxrevchg,munirank,regirank,munpctile,munqntile,regipctile,long,lat,shape
854,6710.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,1.00000000,[620788],150 PARKINGWAY, ,Quincy Center,Rapid Transit, ,759900.00000000,1500500.00000000,59900.00000000,2320300.00000000,1.97000000,1940.00000000,0.61000000,1347160.00000000,2969591.74699294,0.78000000,78.14000000,0.77000000,18.00000000,91.00000000,2.00000000,40.40000000,245645.00000000,415284.00000000,0.00000000,0.00000000,0.00000000,0.00000000,21.30000000,0.00000000,16.70000000,0.00000000,62.00000000,51.00000000,57636.00000000,190110.00000000,0.72000000,0.85000000,1.00000000,0.76000000,0.54000000,3.26000000,5.00000000,132473.00000000,20.00000000,562.00000000,82.10000000,5.00000000,81.50000000,-71.00158996,42.24574817,8E00000015000000080010006A690000B20100000110000487ECBFDDB31587BCA69AA411E4026AEC53FE14D2DE06F68A06E2C002949403ECC20AFC8105F4EA01EA6BC8E807E4B205CACD1DE4A314B4F026D8A330A6A60B88EB049AB815AE9A09BEF0118AE807BEF90A8CDF04EA9A108CCD1ECEDC0894C71068007800DA8107F691026630E2E808AAA20B0000F000
855,6758.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,6.00000000,[621019 621020 621021 621022 621024 621026],"1510, 1534, 1546, 1550, 1562, 1570 HANCOCK ST", ,Quincy Center,Rapid Transit, ,2047300.00000000,5679200.00000000,83900.00000000,7810400.00000000,2.77000000,1930.00000000,0.73000000,1347160.00000000,10628224.39569064,0.73000000,135.87000000,0.44000000,23.00000000,94.00000000,2.00000000,40.40000000,245645.00000000,399612.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,75.00000000,61.00000000,194010.00000000,227255.00000000,1.28000000,0.86000000,1.00000000,0.76000000,0.53000000,3.26000000,5.00000000,33245.00000000,21.00000000,570.00000000,81.10000000,5.00000000,81.20000000,-71.00078896,42.24740978,670100003C000000080118006A6900008B050000010000009BFE88DEB3158DDE9B9CA411D0CD13C6E50ED656E82FEA9713E6A90ABC8801D8CD0292D605C2EE0D9CC105E0B20DB611E82F90DC05D4CD0E92D603CAE209B29706D4C7109EC102E6AC079ACA02D4D0079EC102F48E09B020E23BAA29E23BA82FE23BA632E82FA635E82FA23BEE239E41EE23A041F4179E44F4179C44FA0B9C47FA0B9C47009C47BA0B9C47BA0B9E44BA0B8E65A82F86E80A82F10AA0FC0D94D90DF2940698CA0BB0CD088ECA04DCC106A8A310D2D9028AE506E4B80392D308D6CD06E4B205F29109B4FF178CD90D9AC10AF6820E96C112DEC102AEA003DCFE88DEB315CDDE9B9CA4119CFE88DEB3158DDE9B9CA4119ACE06BAF2039068E29201A4A90D96BD0990208ED205B88102E00BA64094A70BF88102A00B9A4480FC0BE2972EB88702CCDE2D948502FE40BA0284C121DE8940BE13DA2FAED40684B104B4AF15ACC10AAAD708B2A20400000000
856,6729.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,1.00000000,[621221],119 PARKINGWAY, ,Quincy Center,Rapid Transit, ,483200.00000000,1329900.00000000,52600.00000000,1865700.00000000,2.75000000,1950.00000000,0.65000000,1347160.00000000,2857137.64535136,0.65000000,59.61000000,0.42000000,0.00000000,94.00000000,2.00000000,40.40000000,245645.00000000,433106.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,66.00000000,54.00000000,46344.00000000,201935.00000000,0.44000000,0.86000000,1.00000000,0.77000000,0.51000000,3.24000000,4.00000000,155591.00000000,25.00000000,640.00000000,77.40000000,4.00000000,78.90000000,-71.00331410,42.24636417,660000000C000000080010006A6900008A010000011000048F8099DCB315B9DFBB9AA411AE940CBA8506BC08B88E01AC269CB512F2970180E221FCDE29D653D4D305FA0BF68E05E09A29E8AF02D8BB14CAE801DCB80FA0942AC6EE05B497039CAF180000F000
857,7300.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,3.00000000,[631183 633322 633324],451 - 477 HANCOCK ST; 10 HAYWARD ST,3A,Wollaston,Rapid Transit, ,4739100.00000000,12517300.00000000,434700.00000000,17691100.00000000,2.64000000,1995.00000000,10.19000000,1347160.00000000,1735582.45319296,10.19000000,920.18000000,6.20000000,12.00000000,72.00000000,2.00000000,42.40000000,381308.00000000,527497.00000000,0.00000000,15.00000000,0.00000000,89.80000000,0.00000000,0.00000000,0.00000000,0.00000000,848.00000000,633.00000000,439447.00000000,3382772.00000000,0.38000000,0.75000000,0.78000000,0.79000000,0.73000000,3.24000000,4.00000000,2943325.00000000,26.00000000,643.00000000,76.40000000,4.00000000,78.80000000,-71.02354970,42.27084790,770200007F000000080010006A6900009B0900000110000491CE92CCB31599E0D4B5A411FCF910C0F10ECE62D653D2D306CCE205EAA608D6D007DAC10BAAA609C8E806A4B205D0DC01A6B201E6A90AA4AF08CAE50A86EB089AB21C92BB20CAE20B9CBE09E238A82FE23BAE23E041AE23DE41B417DE44B417DC47BA0BDC4700DC4700DC47FA0BDE44F417DE44F417DE41F417E23BEE23E23BE82FE632E82FE832E82FDE41D05FFCF016CEC71CF88E03CAE803D4D303DAC704C4D02AECF634FAEA1FCAC427FCFC0BF4880FAA911ADCA621969901E4C701AE5DFA79A8AF01D4D60184DC1AC6D621BC8501A6B2019459CA6BA6AF05D0D90680C739E6EA4886C42FF6DB3BBEDE28ECF333BAED1B8EC122A68530A4FF3BB0209C47B21AA23BB21A9C47B6149C47B614A23BB6119C47BA0E9C47BA0B9C47BA089C47BC089C47BE029C47009C47FE029C47FE029C47FC089C47FC089C47FA0B9C47F611A23BF8119C47F4149C47F4179C47F41AA23BF01D9C47E6358A6BDAC7028AE803EE23A23BF21D9C47F01DA23BF21A9C47F417A23BF4179C47F6149C47F8119C47F80EA23BF80E9C47FA0B9C47FC089C47FC059C47FE059C47FE029C47009C47BE029C47BE059C47BC059C47BA0B9C47BC089C47B80E9C47B8119C47B6119C47B614A23BB4179C47B4179C47B21AA23BB21D9C47AE20A23BB020A23BAE23A23BAC269C47AE26A23BA82FA23B8CDC09A4AC0BFCF60F84EB0CB29405AE9D068CE504B491068CD3148CCD1AFAFC0FAA9D0EFEF30EA8A60DE82FA82FE0B20FBCF90DB4910682F407D2D903BA8803E8A00D82F10AE6A60E86E80BEA9D0F96C70CAE8E18B8F01ECED90E80F40BE69A1AB68215FE7FFE8201E4A315B08E1100000000
858,6499.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000, ,4.00000000,[623809 623814 623825 637826],"418, 438, 450 QUINCY AVE; 1092 SOUTHERN ARTERY",53, , , ,1765100.00000000,4127900.00000000,265400.00000000,6158400.00000000,2.34000000,2011.00000000,3.08000000,1347160.00000000,1388320.66746126,4.44000000,319.98000000,2.30000000,22.00000000,62.00000000,1.00000000,25.70000000,70976.00000000,359296.00000000,0.00000000,0.00000000,0.00000000,0.00000000,30.60000000,0.00000000,0.00000000,0.00000000,201.00000000,159.00000000,152975.00000000,612204.00000000,0.20000000,0.73000000,1.00000000,0.70000000,0.68000000,3.24000000,4.00000000,459229.00000000,24.00000000,615.00000000,78.30000000,4.00000000,79.80000000,-70.98285931,42.23901842,AD030000DA000000080010006A690000910E0000011000048DBA98EDB315A7D6CD91A41196B81A84D324F4880E8ED90AE4A315B28B10DABB11AE9A0DC0E21DA0A916A6A013BEED15C4BE39BADE2CE0C12998CB73ECF30BB09221D0974ADACA01C27AC0CD32A6AF02EE9112BA0BD05FBA0BDC47BC08DC47BA0BDC47BC08DC47BA0BDC47BA08DC47BA0BDC47BA0BE23BBA0BDC47BC08DC47BA0BDC47BA0BDC47B80EDC47BA0BDC47BA0BDC47BA0BDC47BA0EDC47BA0BDC47B80EE23BBA0BDC47B80EDC47B80EDC47BA0EDC47B80EDC47B80EDC47B80EDC47BA0EE23BB80EDC47B80EDC47B811DC47B80EDC47B80EDC47B811DC47B611E23BB80EDC47B811DC47B611DC47B811DC47B611E23BB811DC47B611DC47B811DC47B611DC47B811E23BB614DC47B611DC47B614DC47B611DC47B614E23BB614DC47B614DC47B611DC47B614E23BB614DC47B414DC47B614DC47B417E23BB614DC47B614DC47B417E23BB414DC47B417DC47B614E23BB417DC47B417DC47B614DC47B417E23BB417DC47B417DC47B417E23BB21ADC47B417E23BB417DC47B417DC47B21AE23BB417DC47B41ADC47B417E23BB21ADC47B21AE23BB21ADC47B41AE23BB21ADC47B21ADC47B21AE23BB41ADC47B21AE23BB21ADC47B21DE23BB21ADC47B01DE23B880AFE1AAC10E02CB01DE03BB41ADC47B01DE43BB21DDC47B01DE03BB21DDE47B01DE23BB21DDC47B01DE23BB21DE23BB01DDC47B020E23BB01DDC47B020E23BB21DDC47AE20E23BB21DE23BB020DC47AE20E23BB020E23BB020DC47B020E23BAE20E23BB020DC47B020E23BB020E23BAE23DC47AE20E23BB020E23BAE23E23BB020DC47AE23E23BAE23E23BB020E23BAE23DC47AE23E23BAE23E23BAE23E23BAE23E23BAE23DC47AE23E23BAE23E23BAC26E23BAE23E23BAC26E23BAE23DC47AC26E23BAE23E23BAE26E23BAC26E23BAE23E23BAC26E23BAC26E23BAE26E23BAC26E23BAC26E23BAC26E23BAC29E23BAC26E23BAC26E23BAE26E23BAA29E23BAC26E23BAC29E23BAA29E23BAE26E23BAA29E23BAC29E23BAA29E23BAC29E23BAA29E82FAC29E23BAA29E23BAC29E23BAA29E23BAC29E23BA82CE23BAC29E82FAA29E23BAA2CE23BAA2CE23BAA29E82FAA2CE23BAA2CE23BAA29E23BAA2CE82FAA2CE23BAA2CE23BA82CE82FAA2CE23BAA2CE23BAA2CE82FA82FE23BAA2CE23BA82CE82FA82FE23BAA2CE23BA82FE82FAA2CE23BA82FE82FA82CE23BA82FE82FAA2FE23BA82FE82FA82FE23B88D31CD0C41B807DC4778EAC3BCAB83392BB21DCB219A8911ED4C1168AD616FCF61000000000
859,6629.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[624281],8 FRANKLIN ST, , , , ,289100.00000000,177100.00000000,23900.00000000,490100.00000000,0.61000000,1970.00000000,0.44000000,1347160.00000000,1112986.79470146,0.44000000,39.79000000,0.33000000,35.00000000,85.00000000,2.00000000,31.70000000,175535.00000000,410799.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,37.00000000,27.00000000,12174.00000000,146136.00000000,0.12000000,0.83000000,1.00000000,0.74000000,0.55000000,3.23000000,4.00000000,133962.00000000,28.00000000,669.00000000,74.50000000,4.00000000,78.00000000,-71.00289723,42.24361632,6C0000000D000000080010006A69000090010000011000049B97ECDCB315A380BE97A411D0D60D9ABE0DCCD3118CD611E23EA23BE6A31088E20DFEEA1A9AB817FEFC03C4F106CEE203F48E09FE8202C0FD06D2D602C2EB10C2FD01FAFF0BBEAB5AFAF911FE7F847700000000
860,6658.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,1.00000000,[621218],65 SCHOOL ST, ,Quincy Center,Rapid Transit, ,398400.00000000,493900.00000000,11900.00000000,904200.00000000,1.24000000,1950.00000000,0.40000000,1347160.00000000,2251219.19485206,0.40000000,38.44000000,0.22000000,20.00000000,91.00000000,2.00000000,40.40000000,245645.00000000,415989.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,41.00000000,33.00000000,22460.00000000,124207.00000000,0.44000000,0.85000000,1.00000000,0.76000000,0.52000000,3.23000000,4.00000000,101747.00000000,27.00000000,659.00000000,75.50000000,4.00000000,78.30000000,-71.00303866,42.24448472,A60100005E000000080010006A6900008A06000001100004A5C4A8DCB315B7EAAE98A4119C47BA0B9C47009C44BA0B9E47B4179C44BA0B9C47BA0B9E44B4179E44BA0BA8A60ABA8506B4910388EE01D4D301BCF90DE0B8089ABE0DACA00794D3048ADF0EA2B209DACA0592D605FEF906B49407C8CD2600C4F401E0A91AD25CF8850AFE02C47700DC47BE02DC47BE02DC478003DC47BE02DC47BC05DC47BE05DC47BC05DC47BC08DC47BC08E23BBC08DC47BA08DC47BA0BDC47BA0BDC47BA0EDC47B80EDC47B80EDC47B80EDC47B811E23BB611DC47B614DC47B811DC47B414DC47B417E23BB614DC47B417DC47B417E23BB21ADC47B417E23BB21DDC47AA29E23BAC29E23BAA2CE82FA82FE23BA82CE82FA832E23BA632E82FA632E82FA632E82FA635E82FA438E82FA435E82FA438E82FA23BEE23A23BE82FA23BEE23A23BEE23A03EEE23A03EEE23A23EEE239E41F417A041EE239E41F417A041F4179C44F417A041F4179E44F4179C44F4179C47FA0B9E44F4179C47FA0B9E44FA0B9C47FA0B9C47FA0B9E44009C47FA0B9C47009C47009C47009C47009C47009C47009C47BA0B0000F000
861,6896.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,4.00000000, ,1.00000000,[620436],520 SOUTHERN ARTERY,3A, , , ,439500.00000000,671100.00000000,73000.00000000,1183600.00000000,1.53000000,2014.00000000,0.81000000,1347160.00000000,1346794.73244990,0.88000000,79.49000000,0.70000000,26.00000000,83.00000000,1.00000000,17.80000000,137851.00000000,383694.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.60000000,0.00000000,0.00000000,0.00000000,68.00000000,50.00000000,29401.00000000,200998.00000000,0.10000000,0.81000000,1.00000000,0.72000000,0.58000000,3.22000000,4.00000000,171597.00000000,30.00000000,717.00000000,72.60000000,4.00000000,76.40000000,-70.99398861,42.25388046,6A0000000C000000080010006A6900008E0100000110000487FFBFE3B315B987ACA2A411A6AC09B6821594BE18A6F939FAE724E2B506DEA321E4B205E8A30BC8EE01C6E211C6C42F80FA02C8EE01AC9415C0F70CA69A18EC9A0D9EBB0AEAA6059CC10696C40F00000000
862,6736.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,1.00000000,[620798],100 PARKINGWAY, ,Quincy Center,Rapid Transit, ,557700.00000000,3671300.00000000,140700.00000000,4369700.00000000,6.58000000,1965.00000000,0.78000000,1347160.00000000,5614014.42372737,0.78000000,77.84000000,0.10000000,97.00000000,94.00000000,2.00000000,40.40000000,245645.00000000,421591.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79.00000000,64.00000000,108543.00000000,240702.00000000,1.05000000,0.86000000,1.00000000,0.77000000,0.50000000,3.22000000,4.00000000,132158.00000000,29.00000000,681.00000000,73.60000000,4.00000000,77.60000000,-71.00265417,42.24656044,FB00000031000000080010006A6900009F0300000110000485D3DBDCB315B180AB9AA4119C44B417A041B417A03EAE23A438A82FA82FA82FAA2CA23BAE20A23BB41A9C47B611A23BEA299EB80BE635A68E25F01D8ADC13E4B80188B837C2E51700D2D604FA0BD459F417ECA304F88E01E238E82FE635E82FE82FE82FE82FE23BEA2CE82FEC26DC47EE23E23BF01DE23BF41ADC47F417E23BF611DC47FA0BDC47FC08DC47FC05DC47BE02DC47BC08CA6B9653C8CA259C44DAB813AC29C8EE01BC05ECA308AE23C8E80700E6AF04B020C6EB08A632E4A6119E44DAC407925CEEA003FA0BC2FA0190D30E00AE91109653827DFA0B9C47BA0B00F00015
863,6461.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Commerce Park,1.00000000,[625981],599 THOM BURGIN PKWY, ,Quincy Adams,Rapid Transit, ,5817200.00000000,10055200.00000000,477600.00000000,16350000.00000000,1.73000000,2010.00000000,4.92000000,1347160.00000000,1279284.32550707,12.78000000,824.45000000,5.06000000,0.00000000,62.00000000,1.00000000,32.30000000,129609.00000000,444070.00000000,0.00000000,12.70000000,42.20000000,2.20000000,61.50000000,0.00000000,0.00000000,23.80000000,391.00000000,288.00000000,406134.00000000,1717153.00000000,0.26000000,0.70000000,0.83000000,0.74000000,0.76000000,3.21000000,4.00000000,1311019.00000000,32.00000000,737.00000000,70.80000000,4.00000000,75.70000000,-71.00813686,42.23539385,4A030000A1000000080010006A690000AE0C0000011000049585A5D9B315ABFDC58EA411BCAB04B4AF0D98CD03AECB0D9AED0296E20D88C8069CF323AEB619BE858A01E4F04794D00BF4CE0D84980298900394A60FBC089C47BC059C4780039C47009C47C0039C47FA089C47FC089C47F80E9C47FA0E9C47F4149C47F614A23BF21A9C47F21DA23BF21D9C47EE23A23BEE23A23BEA29A23BEA29A23BEA2CA23BE82FA82FE832A82FE632A82FE435A82FE438A82FE23BA82FE23BAE23E23BAE23E041AE23E03EB417DE41AE23DE44B417DE44B417DE44BA0BDC44BA0BDC47BA0BDC47BA0BDC47BA0BDC4700C67400F49404CA6BF8F914EAA00BDABB11F8850AD6BB19CCD90ED4C711FA850AFAF318F6850EE49720F48512D656E82FDAE312F4FD18AA50E61B9E4CEA258447C62F94A105D2FF039C4CFA438641F44E9234F8578A26F65E8C17E663AA07FE65DC08E66BF219F668DE2AD063FE39C45BC2B312CEA318D2C505F6A707E2FF0EE6E413C6D001E69202E6D10DC8FF11C008E40AEABC01F8F801F8A901EA8A02E07CEAA202F44BFEB202C819CABB02AC16FCAA029044FAA3028C70C09602A09901E0810288BF01FCE60192E001FAC60188A903DABE02AEA603DCF101B6FA01EC66928302FA4EC28802D4E002C466D08801AED903F476BEC12DC08908F8862AFCB03780BE0BF0A009DAA42FE4F13DC2F704D2CD0ECADF0AF8F01EC2EB12EAF93584D918D2A320A4F24988B62DC8A918AECC12C6AE03BAC802D0810598EA03A8DA01BECB03BEC23596CA70AAFB228EC615AC9A019A8801BA43B04DBC3C96539E359258A82DA65CBE349C9101AC21849701B22CA68102B474A8FD03BC4798FB01BE06C802A68301CC28A4BE12F6D205E29D01DEBF05C031CECF05AA3CD6CE05BCA801F4BC05929102C69B0594F302FAE90480D41CDE9422849507D0D80884B302E8FE0196D802D6C901968A0284D501A434F6189C37E0119439F809863AC0029850FE15A0AF01ACB40C9E0EE08205D001C24BA60FE8C701882FE8C2019E4DE8B801B469C0AA01A08301C097019CB502AE3180AB02B45D989A02BE8701B2830292AF0198D109ACFC068CBD09BE970780D003A4F902A69F08AAB007BADB078EF707A29307BCB808B2C606A2F508A4BC06B2BD0CB4E305B2E80CB88805B48E0D0000F000
864,7180.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,4.00000000,Neighborhood Subway,2.00000000,[631022 631029],687 - 699 HANCOCK ST,3A,Wollaston,Rapid Transit, ,715700.00000000,821400.00000000,62400.00000000,1599500.00000000,1.15000000,1975.00000000,0.59000000,1347160.00000000,2715759.86783106,0.59000000,47.41000000,0.34000000,20.00000000,72.00000000,2.00000000,32.20000000,288233.00000000,404797.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,49.00000000,37.00000000,39732.00000000,145727.00000000,0.22000000,0.79000000,1.00000000,0.76000000,0.55000000,3.21000000,4.00000000,105995.00000000,31.00000000,728.00000000,71.70000000,4.00000000,76.00000000,-71.01541613,42.26694464,760000000E000000080010006A6900009A010000011000049F9BBED2B315ABB8C5B0A411F0940E92D00BEE9D0398CD02E2B508B49407D8B519CAD91684E50FFEF60CAE970DC2F10AFAFC0DD6C70C84D621E2A01BA4AC0EB48B0CAC8B1AB28516CED011A4A90ED8C40E8CDC0BCEDC058EDF040000F000
865,6949.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000, ,2.00000000,[627829 627830],670 - 678 ADAMS ST, , , , ,642000.00000000,978100.00000000,89700.00000000,1709800.00000000,1.52000000,1985.00000000,1.12000000,1347160.00000000,1531199.60711426,1.12000000,100.69000000,0.85000000,8.00000000,63.00000000,1.00000000,25.30000000,85125.00000000,454254.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,73.00000000,58.00000000,42471.00000000,189312.00000000,0.18000000,0.75000000,1.00000000,0.72000000,0.61000000,3.20000000,4.00000000,146840.00000000,35.00000000,767.00000000,67.90000000,4.00000000,74.70000000,-71.03334452,42.25585322,6C01000049000000080010006A6900009005000001100004B3C6BDC4B31587BBE6A4A411C8D0209EB50EE041AE23DE44B417DC44BA0BDC47BA0BDC4700DC47BA0BDC47FA0BDC4700DE44F417DE44FA0BDE44F417DE41EE23E03EEE23E23BEE23E23BEE23E635E82FE632E82FE82FE23BE23BD653CED90BF28813E6AF05EE9A09DCBB0BF48512D653FE8201F88E01CEE201AC8E1BC6E2118ED909E8A90696D003EAA902AC9A0CD0DC0796D005DCC403A6A014F8820DBC8206B48E098ECA18BAEA24BC8205BCFF07B21AA23BB41A9C47B417A23BB4149C47BA0E9C47B6119C47BA0B9C47BC089C47BC059C47BE059C47009C47009C47FE059C47FC059C47FC089C47FA0BA23BF80E9C47F8119C47F4149C47F6149C47F21AA23BF41A9C47EE20A23BF020A23BEE239C47EE23A23BEC29A23BEA29A23BEA2CA82FEA2CA23BE632A82FD05F905FFEFF0194D601D4D9018477CAE804AAA902E89A129AC407C8EE02ACA601D8C70890DC03F0001500
886,6747.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000, ,1.00000000,[627348],258 WILLARD ST, , , , ,437300.00000000,1252100.00000000,37500.00000000,1726900.00000000,2.86000000,1960.00000000,1.08000000,1347160.00000000,1536670.51429719,1.12000000,101.25000000,0.52000000,27.00000000,71.00000000,0.00000000,25.30000000,72728.00000000,459395.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.60000000,0.00000000,0.00000000,0.00000000,71.00000000,56.00000000,42896.00000000,183667.00000000,0.19000000,0.76000000,1.00000000,0.71000000,0.51000000,3.08000000,4.00000000,140771.00000000,54.00000000,1120.00000000,50.00000000,3.00000000,63.10000000,-71.03243203,42.24716258,6E0000000D000000080010006A6900009201000001100004A1ECBCC5B315A1B29C9BA411B29D01B8FC12BA8801B6F31FBA0B92D902D05F9AC10EC4DC1CE8A90ACCD016F68B08F4E13AFCE125BCFF0BF28813A0BB04F88807909D41F8850ABAF318CAE80388EE01AC8B1C0000F000
866,6560.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[623860],226 QUINCY AVE, , , , ,641900.00000000,2419300.00000000,113700.00000000,3174900.00000000,3.77000000,1993.00000000,1.56000000,1347160.00000000,2030796.61727533,1.56000000,143.33000000,0.94000000,28.00000000,75.00000000,1.00000000,31.70000000,104787.00000000,376362.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,130.00000000,97.00000000,78865.00000000,518832.00000000,0.24000000,0.78000000,1.00000000,0.72000000,0.59000000,3.20000000,4.00000000,439968.00000000,34.00000000,761.00000000,68.90000000,4.00000000,74.90000000,-70.99092129,42.24185327,B200000019000000080010006A690000960200000110000483CA84E6B315B3E1B695A41196D006A2A615F811B09D02B21D92D902BE02B88E01827A92D9029ACA018EE201BC8801B494039EC10180FD0294D60198CA058CCF01B0A5079ADD05BAE819BEFC0688D01FC4F7028A6BE4883088E20DD4BE1AACA007C0FA02DEB211C47AFC8205C6EE04EA911AECA303C8E211EE9A0ACEAC37B4F91FE4AF08B48213D4D30496C411F09A05A6AF038AE20900000000
867,7036.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,4.00000000, ,2.00000000,[619579 619581],105 - 129 SEA ST, , , , ,592900.00000000,1483100.00000000,111900.00000000,2187900.00000000,2.50000000,1995.00000000,1.48000000,1347160.00000000,1481096.98610340,1.48000000,133.57000000,1.09000000,91.00000000,65.00000000,1.00000000,17.80000000,137851.00000000,344919.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,123.00000000,92.00000000,54347.00000000,365502.00000000,0.35000000,0.76000000,1.00000000,0.71000000,0.61000000,3.20000000,4.00000000,311154.00000000,33.00000000,756.00000000,69.80000000,4.00000000,75.10000000,-70.99500888,42.25932621,FA00000026000000080010006A6900009E03000001100004B9F6E0E2B3159DC9B8A8A411B48B0C9ABB1088EB0484F1069850847786EE058CE20582F7069CC106C2D02EB8EA24D6CA0AE6A60DFC8501E6B201E4AC0BC6E50EFE8203FEFF03EE9D06E8A609F49401C8EE01EAA607F48B0CC6F101DCC403EAA307CED60DECA901FA8803EE9A07FCF610F020D653C8EE02DEBB08D4D302ECA308D8CD03EAA00BF88B02DCBE0990B22DC6E50E98C10EB68211A29725F0940BF02094D007CAE80284F106D8CA0492D308D8CA04B69106C674B69102E82F8A6BDCC7038EDC07ECA301B48E09E83298CD02C86EAAA605AA2CFA0BA8A6088ED90A0000F000
868,6616.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[623896],25 SCAMMELL ST, , , , ,542800.00000000,2895900.00000000,173900.00000000,3612600.00000000,5.34000000,1980.00000000,1.39000000,1347160.00000000,2605372.49148056,1.39000000,134.02000000,0.74000000,0.00000000,83.00000000,1.00000000,31.70000000,104787.00000000,376362.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,115.00000000,86.00000000,89737.00000000,460165.00000000,0.47000000,0.81000000,1.00000000,0.72000000,0.55000000,3.19000000,4.00000000,370428.00000000,36.00000000,779.00000000,67.00000000,4.00000000,74.30000000,-70.99490384,42.24304268,F90000002F000000080010006A6900009D0300000110000489FDBBE2B3159581D696A4118AD31894C413BACC41A48833B68210B6EA28CAE207BA8803C2E51AB48E09E29724E8941BF29A03EAA902C2E811C8E20DC2FA02F09D02D2A638C4CD2AE632E82FE632EA2FEA2CE23BEA29E03BEE26E43BEE23E23BEE20E03BF21DDE47F21AE23BF614DC47F611DC47FA0EDC47FA0BDC47FC05DC47FE02DC4700DC47BC05DC47BE05DC47B80EE23BB80EDC47B811DC47B417DC47B21AE23BB020DC47AE20E23BAE23E23BAC29E23BAA2CE23BA82CE82FA832E23BA632E82FA438E82F9C47E82FBAED1BF4880F84EB0DE0B80786F401BA8803000000F0
