"mode","season","route_id","route_name","dir_id","day_type_id","day_type_name","stop_name","parent_station","total_ons","total_offs","number_service_days","hour_of_service","average_ons","average_offs","average_flow"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","0","0","12","05:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","8","19","12","06:00:00","1","2","8"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","30","54","12","07:00:00","3","4","22"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","48","58","12","08:00:00","4","5","26"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","41","55","12","09:00:00","3","5","22"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","22","67","12","10:00:00","2","6","25"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","21","69","12","11:00:00","2","6","25"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","15","58","12","12:00:00","1","5","24"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","28","83","12","13:00:00","2","7","35"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","20","86","12","14:00:00","2","7","39"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","34","79","12","15:00:00","3","7","42"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","25","98","12","16:00:00","2","8","58"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","25","104","12","17:00:00","2","9","63"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","72","161","12","18:00:00","6","13","122"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","19","97","12","19:00:00","2","8","61"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","7","50","12","20:00:00","1","4","31"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","1","51","12","21:00:00","0","4","41"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","15","53","12","22:00:00","1","4","44"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Newton Highlands","place-newtn","31","44","12","23:00:00","3","4","52"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","212","3","12","00:00:00","18","0","19"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","69","1","12","01:00:00","6","0","6"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","15","1","12","02:00:00","1","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","68","4","12","05:00:00","6","0","6"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","781","4","12","06:00:00","65","0","67"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","452","11","12","07:00:00","38","1","42"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","901","18","12","08:00:00","75","2","84"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1253","21","12","09:00:00","104","2","117"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2063","54","12","10:00:00","172","4","198"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1665","52","12","11:00:00","139","4","162"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2358","76","12","12:00:00","196","6","233"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2000","77","12","13:00:00","167","6","203"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1666","56","12","14:00:00","139","5","166"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2062","85","12","15:00:00","172","7","212"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2593","92","12","16:00:00","216","8","259"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2622","111","12","17:00:00","218","9","253"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","2996","65","12","18:00:00","250","5","267"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1286","20","12","19:00:00","107","2","118"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1929","25","12","20:00:00","161","2","168"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1531","15","12","21:00:00","128","1","133"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1259","6","12","22:00:00","105","0","108"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","North Station","place-north","1485","8","12","23:00:00","124","1","126"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","89","226","12","00:00:00","7","19","23"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","25","74","12","01:00:00","2","6","7"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","6","22","12","02:00:00","0","2","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","0","0","12","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","0","0","12","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","11","108","12","05:00:00","1","9","12"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","190","971","12","06:00:00","16","81","101"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","285","572","12","07:00:00","24","48","95"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","488","889","12","08:00:00","41","74","142"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","894","1030","12","09:00:00","74","86","227"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1462","1625","12","10:00:00","122","135","349"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1653","1339","12","11:00:00","138","112","338"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1894","1944","12","12:00:00","158","162","452"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","2056","1774","12","13:00:00","171","148","462"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1441","1566","12","14:00:00","120","130","335"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","2033","1859","12","15:00:00","169","155","430"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1648","2039","12","16:00:00","137","170","429"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1641","2202","12","17:00:00","137","183","405"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","1303","2070","12","18:00:00","109","172","373"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","585","1025","12","19:00:00","49","85","159"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","811","1767","12","20:00:00","68","147","245"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","422","1194","12","21:00:00","35","100","144"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","288","997","12","22:00:00","24","83","106"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Park Street","place-pktrm","230","1123","12","23:00:00","19","94","92"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","4","21","12","00:00:00","0","2","13"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","0","5","12","01:00:00","0","0","3"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","0","0","12","02:00:00","0","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","0","0","12","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","0","0","12","05:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","21","18","12","06:00:00","2","2","13"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","63","42","12","07:00:00","5","4","32"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","98","42","12","08:00:00","8","4","32"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","76","44","12","09:00:00","6","4","27"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","93","77","12","10:00:00","8","6","42"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","96","64","12","11:00:00","8","5","39"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","42","118","12","12:00:00","4","10","47"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","47","110","12","13:00:00","4","9","48"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","58","122","12","14:00:00","5","10","56"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","57","111","12","15:00:00","5","9","60"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","59","162","12","16:00:00","5","14","95"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","41","169","12","17:00:00","3","14","86"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","95","230","12","18:00:00","8","19","157"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","32","127","12","19:00:00","3","11","67"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","29","113","12","20:00:00","2","9","51"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","13","107","12","21:00:00","1","9","58"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","22","71","12","22:00:00","2","6","64"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Reservoir","place-rsmnl","35","66","12","23:00:00","3","6","49"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","208","12","00:00:00","0","17","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","26","12","01:00:00","0","2","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","6","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","90","12","06:00:00","0","7","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","257","12","07:00:00","0","21","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","249","12","08:00:00","0","21","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","309","12","09:00:00","0","26","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","197","12","10:00:00","0","16","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","287","12","11:00:00","0","24","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","213","12","12:00:00","0","18","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","356","12","13:00:00","0","30","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","381","12","14:00:00","0","32","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","413","12","15:00:00","0","34","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","520","12","16:00:00","0","43","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","737","12","17:00:00","0","61","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","1260","12","18:00:00","0","105","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","630","12","19:00:00","0","52","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","238","12","20:00:00","0","20","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","393","12","21:00:00","0","33","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","509","12","22:00:00","0","42","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Riverside","place-river","0","548","12","23:00:00","0","46","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","13","0","12","00:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","7","0","12","01:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","3","0","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","4","0","12","05:00:00","0","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","5","0","12","06:00:00","0","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","34","3","12","07:00:00","3","0","6"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","27","1","12","08:00:00","2","0","10"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","57","10","12","09:00:00","5","1","16"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","94","12","12","10:00:00","8","1","29"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","126","7","12","11:00:00","11","1","27"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","238","20","12","12:00:00","20","2","47"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","217","10","12","13:00:00","18","1","44"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","197","9","12","14:00:00","16","1","31"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","272","12","12","15:00:00","23","1","43"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","406","5","12","16:00:00","34","0","52"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","327","4","12","17:00:00","27","0","43"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","112","14","12","18:00:00","9","1","22"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","65","4","12","19:00:00","5","0","12"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","36","6","12","20:00:00","3","1","10"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","40","2","12","21:00:00","3","0","7"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","28","0","12","22:00:00","2","0","4"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Science Park/West End","place-spmnl","23","0","12","23:00:00","2","0","3"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","3","0","12","00:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","1","0","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","14","0","12","05:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","12","0","12","06:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","25","0","12","07:00:00","2","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","69","0","12","08:00:00","6","0","6"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","91","0","12","09:00:00","8","0","8"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","184","0","12","10:00:00","15","0","15"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","122","0","12","11:00:00","10","0","10"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","209","0","12","12:00:00","17","0","17"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","181","0","12","13:00:00","15","0","15"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","147","0","12","14:00:00","12","0","12"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","205","0","12","15:00:00","17","0","17"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","134","0","12","16:00:00","11","0","11"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","147","0","12","17:00:00","12","0","12"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","113","0","12","18:00:00","9","0","9"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","58","0","12","19:00:00","5","0","5"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","64","0","12","20:00:00","5","0","5"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","29","0","12","21:00:00","2","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","9","0","12","22:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Union Square","place-unsqu","10","0","12","23:00:00","1","0","1"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","0","11","12","00:00:00","0","1","13"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","0","2","12","01:00:00","0","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","0","0","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","0","0","12","05:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","11","7","12","06:00:00","1","1","8"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","30","26","12","07:00:00","3","2","22"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","40","40","12","08:00:00","3","3","24"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","47","35","12","09:00:00","4","3","26"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","15","30","12","10:00:00","1","2","19"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","20","31","12","11:00:00","2","3","25"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","13","25","12","12:00:00","1","2","20"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","27","48","12","13:00:00","2","4","33"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","18","38","12","14:00:00","1","3","35"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","32","47","12","15:00:00","3","4","35"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","21","43","12","16:00:00","2","4","49"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","27","51","12","17:00:00","2","4","65"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","70","117","12","18:00:00","6","10","106"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","17","51","12","19:00:00","1","4","57"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","5","31","12","20:00:00","0","3","26"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","2","28","12","21:00:00","0","2","35"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","15","31","12","22:00:00","1","3","44"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Waban","place-waban","32","40","12","23:00:00","3","3","50"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","0","10","12","00:00:00","0","1","12"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","0","2","12","01:00:00","0","0","2"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","0","0","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","14","21","12","06:00:00","1","2","8"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","29","42","12","07:00:00","2","4","21"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","36","43","12","08:00:00","3","4","21"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","42","70","12","09:00:00","3","6","24"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","14","32","12","10:00:00","1","3","16"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","18","45","12","11:00:00","1","4","24"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","11","38","12","12:00:00","1","3","18"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","25","49","12","13:00:00","2","4","29"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","15","55","12","14:00:00","1","5","30"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","30","53","12","15:00:00","2","4","34"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","19","48","12","16:00:00","2","4","42"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","24","76","12","17:00:00","2","6","67"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","62","113","12","18:00:00","5","9","99"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","16","82","12","19:00:00","1","7","53"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","4","40","12","20:00:00","0","3","20"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","1","71","12","21:00:00","0","6","31"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","13","32","12","22:00:00","1","3","41"
"Light Rail","Fall 2025","Green-D","Green Line D","WB","day_type_03","Sunday","Woodland","place-woodl","33","52","12","23:00:00","3","4","50"
"Light Rail","Fall 2025","Green-E","Green Line E","EB","day_type_01","Weekday","Arlington","place-armnl","764","202","62","00:00:00","12","3","51"
"Light Rail","Fall 2025","Green-E","Green Line E","EB","day_type_01","Weekday","Arlington","place-armnl","277","37","62","01:00:00","4","1","13"
"Light Rail","Fall 2025","Green-E","Green Line E","EB","day_type_01","Weekday","Arlington","place-armnl","64","11","62","02:00:00","1","0","4"
"Light Rail","Fall 2025","Green-E","Green Line E","EB","day_type_01","Weekday","Arlington","place-armnl","0","0","62","03:00:00","0","0","0"
